year,rank,name,count,per,sex,code,data_type,gender,yomi
1938,1.0,勝,,,m,21213,names,male,
1938,2.0,進,,,m,36914,names,male,
1938,3.0,弘,,,m,24344,names,male,
1938,4.0,勇,,,m,21191,names,male,
1938,5.0,清,,,m,28165,names,male,
1938,6.0,勲,,,m,21234,names,male,
1938,7.0,武,,,m,27494,names,male,
1938,8.0,博,,,m,21338,names,male,
1938,9.0,功,,,m,21151,names,male,
1938,10.0,実,,,m,23455,names,male,
1938,1.0,和子,,,f,21644_23376,names,female,
1938,2.0,幸子,,,f,24184_23376,names,female,
1938,3.0,節子,,,f,31680_23376,names,female,
1938,4.0,弘子,,,f,24344_23376,names,female,
1938,5.0,洋子,,,f,27915_23376,names,female,
1938,6.0,京子,,,f,20140_23376,names,female,
1938,7.0,悦子,,,f,24742_23376,names,female,
1938,8.0,美智子,,,f,32654_26234_23376,names,female,
1938,9.0,久子,,,f,20037_23376,names,female,
1938,10.0,栄子,,,f,26628_23376,names,female,
2009,1.0,大翔,38.0,0.0083,m,22823_32724,names,male,
2009,2.0,翔,22.0,0.0048,m,32724,names,male,
2009,3.0,瑛太,21.0,0.0046,m,29787_22826,names,male,
2009,3.0,大和,21.0,0.0046,m,22823_21644,names,male,
2009,5.0,蓮,20.0,0.0044,m,34030,names,male,
2009,6.0,悠真,18.0,0.0039,m,24736_30495,names,male,
2009,6.0,陽斗,18.0,0.0039,m,38525_26007,names,male,
2009,8.0,悠斗,17.0,0.0037,m,24736_26007,names,male,
2009,9.0,颯太,16.0,0.0035,m,39087_22826,names,male,
2009,9.0,颯真,16.0,0.0035,m,39087_30495,names,male,
2009,11.0,琉生,15.0,0.0033,m,29705_29983,names,male,
2009,12.0,蒼空,14.0,0.003,m,33980_31354,names,male,
2009,12.0,陸,14.0,0.003,m,38520,names,male,
2009,14.0,悠翔,13.0,0.0028,m,24736_32724,names,male,
2009,14.0,陽向,13.0,0.0028,m,38525_21521,names,male,
2009,14.0,翔太,13.0,0.0028,m,32724_22826,names,male,
2009,17.0,瑛翔,12.0,0.0026,m,29787_32724,names,male,
2009,17.0,大輝,12.0,0.0026,m,22823_36637,names,male,
2009,17.0,優斗,12.0,0.0026,m,20778_26007,names,male,
2009,20.0,響,11.0,0.0024,m,38911,names,male,
2009,20.0,大河,11.0,0.0024,m,22823_27827,names,male,
2009,20.0,優真,11.0,0.0024,m,20778_30495,names,male,
2009,20.0,悠人,11.0,0.0024,m,24736_20154,names,male,
2009,20.0,陸斗,11.0,0.0024,m,38520_26007,names,male,
2009,25.0,海翔,10.0,0.0022,m,28023_32724,names,male,
2009,26.0,一輝,9.0,0.002,m,19968_36637,names,male,
2009,26.0,空,9.0,0.002,m,31354,names,male,
2009,26.0,大雅,9.0,0.002,m,22823_38597,names,male,
2009,26.0,大樹,9.0,0.002,m,22823_27193,names,male,
2009,26.0,拓海,9.0,0.002,m,25299_28023,names,male,
2009,31.0,瑛大,8.0,0.0017,m,29787_22823,names,male,
2009,31.0,樹,8.0,0.0017,m,27193,names,male,
2009,31.0,駿,8.0,0.0017,m,39423,names,male,
2009,31.0,暖人,8.0,0.0017,m,26262_20154,names,male,
2009,31.0,唯斗,8.0,0.0017,m,21807_26007,names,male,
2009,31.0,優太,8.0,0.0017,m,20778_22826,names,male,
2009,31.0,悠太,8.0,0.0017,m,24736_22826,names,male,
2009,31.0,陽,8.0,0.0017,m,38525,names,male,
2009,31.0,翼,8.0,0.0017,m,32764,names,male,
2009,31.0,颯,8.0,0.0017,m,39087,names,male,
2009,41.0,葵,7.0,0.0015,m,33909,names,male,
2009,41.0,伊吹,7.0,0.0015,m,20234_21561,names,male,
2009,41.0,太陽,7.0,0.0015,m,22826_38525,names,male,
2009,41.0,蒼真,7.0,0.0015,m,33980_30495,names,male,
2009,41.0,大地,7.0,0.0015,m,22823_22320,names,male,
2009,41.0,大智,7.0,0.0015,m,22823_26234,names,male,
2009,41.0,隼,7.0,0.0015,m,38588,names,male,
2009,41.0,隼人,7.0,0.0015,m,38588_20154,names,male,
2009,41.0,歩,7.0,0.0015,m,27497,names,male,
2009,41.0,歩夢,7.0,0.0015,m,27497_22818,names,male,
2009,41.0,勇斗,7.0,0.0015,m,21191_26007,names,male,
2009,41.0,悠,7.0,0.0015,m,24736,names,male,
2009,41.0,遥斗,7.0,0.0015,m,36965_26007,names,male,
2009,41.0,雄大,7.0,0.0015,m,38596_22823,names,male,
2009,41.0,琉翔,7.0,0.0015,m,29705_32724,names,male,
2009,41.0,龍之介,7.0,0.0015,m,40845_20043_20171,names,male,
2009,41.0,遼,7.0,0.0015,m,36988,names,male,
2009,41.0,蓮斗,7.0,0.0015,m,34030_26007,names,male,
2009,41.0,颯汰,7.0,0.0015,m,39087_27760,names,male,
2009,60.0,愛斗,6.0,0.0013,m,24859_26007,names,male,
2009,60.0,一颯,6.0,0.0013,m,19968_39087,names,male,
2009,60.0,海音,6.0,0.0013,m,28023_38899,names,male,
2009,60.0,輝,6.0,0.0013,m,36637,names,male,
2009,60.0,啓太,6.0,0.0013,m,21843_22826,names,male,
2009,60.0,健斗,6.0,0.0013,m,20581_26007,names,male,
2009,60.0,光,6.0,0.0013,m,20809,names,male,
2009,60.0,航,6.0,0.0013,m,33322,names,male,
2009,60.0,新,6.0,0.0013,m,26032,names,male,
2009,60.0,晴,6.0,0.0013,m,26228,names,male,
2009,60.0,太一,6.0,0.0013,m,22826_19968,names,male,
2009,60.0,蒼介,6.0,0.0013,m,33980_20171,names,male,
2009,60.0,蒼生,6.0,0.0013,m,33980_29983,names,male,
2009,60.0,蒼太,6.0,0.0013,m,33980_22826,names,male,
2009,60.0,大輔,6.0,0.0013,m,22823_36628,names,male,
2009,60.0,優希,6.0,0.0013,m,20778_24076,names,male,
2009,60.0,友翔,6.0,0.0013,m,21451_32724,names,male,
2009,60.0,悠雅,6.0,0.0013,m,24736_38597,names,male,
2009,60.0,悠希,6.0,0.0013,m,24736_24076,names,male,
2009,60.0,雄太,6.0,0.0013,m,38596_22826,names,male,
2009,60.0,琉聖,6.0,0.0013,m,29705_32854,names,male,
2009,60.0,諒,6.0,0.0013,m,35538,names,male,
2009,60.0,煌大,6.0,0.0013,m,29004_22823,names,male,
2009,60.0,翔真,6.0,0.0013,m,32724_30495,names,male,
2009,60.0,颯大,6.0,0.0013,m,39087_22823,names,male,
2009,85.0,愛翔,5.0,0.0011,m,24859_32724,names,male,
2009,85.0,伊織,5.0,0.0011,m,20234_32340,names,male,
2009,85.0,一真,5.0,0.0011,m,19968_30495,names,male,
2009,85.0,瑛斗,5.0,0.0011,m,29787_26007,names,male,
2009,85.0,海斗,5.0,0.0011,m,28023_26007,names,male,
2009,85.0,慶人,5.0,0.0011,m,24950_20154,names,male,
2009,85.0,慧,5.0,0.0011,m,24935,names,male,
2009,85.0,元,5.0,0.0011,m,20803,names,male,
2009,85.0,健人,5.0,0.0011,m,20581_20154,names,male,
2009,85.0,光希,5.0,0.0011,m,20809_24076,names,male,
2009,85.0,春斗,5.0,0.0011,m,26149_26007,names,male,
2009,85.0,渉,5.0,0.0011,m,28169,names,male,
2009,85.0,仁,5.0,0.0011,m,20161,names,male,
2009,85.0,大空,5.0,0.0011,m,22823_31354,names,male,
2009,85.0,大悟,5.0,0.0011,m,22823_24735,names,male,
2009,85.0,拓真,5.0,0.0011,m,25299_30495,names,male,
2009,85.0,暖,5.0,0.0011,m,26262,names,male,
2009,85.0,優,5.0,0.0011,m,20778,names,male,
2009,85.0,優輝,5.0,0.0011,m,20778_36637,names,male,
2009,85.0,優大,5.0,0.0011,m,20778_22823,names,male,
2009,85.0,勇人,5.0,0.0011,m,21191_20154,names,male,
2009,85.0,勇翔,5.0,0.0011,m,21191_32724,names,male,
2009,85.0,悠馬,5.0,0.0011,m,24736_39340,names,male,
2009,85.0,陽翔,5.0,0.0011,m,38525_32724,names,male,
2009,85.0,亮介,5.0,0.0011,m,20142_20171,names,male,
2009,85.0,涼太,5.0,0.0011,m,28092_22826,names,male,
2009,85.0,遼太,5.0,0.0011,m,36988_22826,names,male,
2009,85.0,和輝,5.0,0.0011,m,21644_36637,names,male,
2009,85.0,和真,5.0,0.0011,m,21644_30495,names,male,
2009,85.0,煌,5.0,0.0011,m,29004,names,male,
2009,85.0,琥太郎,5.0,0.0011,m,29733_22826_37070,names,male,
2009,85.0,翔琉,5.0,0.0011,m,32724_29705,names,male,
2009,85.0,莉玖,5.0,0.0011,m,33673_29590,names,male,
2009,1.0,陽菜,25.0,0.0059,f,38525_33756,names,female,
2009,2.0,美羽,22.0,0.0052,f,32654_32701,names,female,
2009,2.0,美咲,22.0,0.0052,f,32654_21682,names,female,
2009,4.0,美桜,20.0,0.0047,f,32654_26716,names,female,
2009,5.0,結愛,19.0,0.0045,f,32080_24859,names,female,
2009,6.0,さくら,18.0,0.0042,f,12373_12367_12425,names,female,
2009,6.0,結菜,18.0,0.0042,f,32080_33756,names,female,
2009,8.0,彩乃,17.0,0.004,f,24425_20035,names,female,
2009,9.0,七海,16.0,0.0038,f,19971_28023,names,female,
2009,10.0,ひなた,15.0,0.0035,f,12402_12394_12383,names,female,
2009,10.0,愛莉,15.0,0.0035,f,24859_33673,names,female,
2009,10.0,杏奈,15.0,0.0035,f,26447_22856,names,female,
2009,10.0,優奈,15.0,0.0035,f,20778_22856,names,female,
2009,14.0,絢音,14.0,0.0033,f,32098_38899,names,female,
2009,14.0,芽生,14.0,0.0033,f,33469_29983,names,female,
2009,16.0,葵,13.0,0.0031,f,33909,names,female,
2009,16.0,杏,13.0,0.0031,f,26447,names,female,
2009,16.0,美優,13.0,0.0031,f,32654_20778,names,female,
2009,16.0,凛,13.0,0.0031,f,20955,names,female,
2009,20.0,芽依,12.0,0.0028,f,33469_20381,names,female,
2009,20.0,琴音,12.0,0.0028,f,29748_38899,names,female,
2009,20.0,結衣,12.0,0.0028,f,32080_34915,names,female,
2009,20.0,美空,12.0,0.0028,f,32654_31354,names,female,
2009,20.0,楓,12.0,0.0028,f,26963,names,female,
2009,20.0,由奈,12.0,0.0028,f,30001_22856,names,female,
2009,26.0,花音,11.0,0.0026,f,33457_38899,names,female,
2009,26.0,真央,11.0,0.0026,f,30495_22830,names,female,
2009,26.0,心音,11.0,0.0026,f,24515_38899,names,female,
2009,26.0,美海,11.0,0.0026,f,32654_28023,names,female,
2009,26.0,優月,11.0,0.0026,f,20778_26376,names,female,
2009,31.0,こころ,10.0,0.0024,f,12371_12371_12429,names,female,
2009,31.0,ひより,10.0,0.0024,f,12402_12424_12426,names,female,
2009,31.0,心愛,10.0,0.0024,f,24515_24859,names,female,
2009,31.0,心菜,10.0,0.0024,f,24515_33756,names,female,
2009,31.0,乃愛,10.0,0.0024,f,20035_24859,names,female,
2009,31.0,優花,10.0,0.0024,f,20778_33457,names,female,
2009,31.0,優菜,10.0,0.0024,f,20778_33756,names,female,
2009,31.0,柚奈,10.0,0.0024,f,26586_22856,names,female,
2009,31.0,遥,10.0,0.0024,f,36965,names,female,
2009,31.0,莉奈,10.0,0.0024,f,33673_22856,names,female,
2009,31.0,凜,10.0,0.0024,f,20956,names,female,
2009,42.0,愛美,9.0,0.0021,f,24859_32654,names,female,
2009,42.0,花,9.0,0.0021,f,33457,names,female,
2009,42.0,咲希,9.0,0.0021,f,21682_24076,names,female,
2009,42.0,心春,9.0,0.0021,f,24515_26149,names,female,
2009,42.0,千尋,9.0,0.0021,f,21315_23563,names,female,
2009,42.0,桃花,9.0,0.0021,f,26691_33457,names,female,
2009,42.0,美月,9.0,0.0021,f,32654_26376,names,female,
2009,42.0,百花,9.0,0.0021,f,30334_33457,names,female,
2009,42.0,優衣,9.0,0.0021,f,20778_34915,names,female,
2009,42.0,柚希,9.0,0.0021,f,26586_24076,names,female,
2009,42.0,里桜,9.0,0.0021,f,37324_26716,names,female,
2009,42.0,凛音,9.0,0.0021,f,20955_38899,names,female,
2009,42.0,莉緒,9.0,0.0021,f,33673_32210,names,female,
2009,55.0,綾音,8.0,0.0019,f,32190_38899,names,female,
2009,55.0,一花,8.0,0.0019,f,19968_33457,names,female,
2009,55.0,朱里,8.0,0.0019,f,26417_37324,names,female,
2009,55.0,心,8.0,0.0019,f,24515,names,female,
2009,55.0,心優,8.0,0.0019,f,24515_20778,names,female,
2009,55.0,美結,8.0,0.0019,f,32654_32080,names,female,
2009,55.0,澪,8.0,0.0019,f,28586,names,female,
2009,55.0,莉央,8.0,0.0019,f,33673_22830,names,female,
2009,55.0,莉子,8.0,0.0019,f,33673_23376,names,female,
2009,64.0,ひなの,7.0,0.0016,f,12402_12394_12398,names,female,
2009,64.0,あかり,7.0,0.0016,f,12354_12363_12426,names,female,
2009,64.0,愛,7.0,0.0016,f,24859,names,female,
2009,64.0,芽衣,7.0,0.0016,f,33469_34915,names,female,
2009,64.0,希美,7.0,0.0016,f,24076_32654,names,female,
2009,64.0,結奈,7.0,0.0016,f,32080_22856,names,female,
2009,64.0,咲良,7.0,0.0016,f,21682_33391,names,female,
2009,64.0,心結,7.0,0.0016,f,24515_32080,names,female,
2009,64.0,心美,7.0,0.0016,f,24515_32654,names,female,
2009,64.0,寧々,7.0,0.0016,f,23527_12293,names,female,
2009,64.0,寧音,7.0,0.0016,f,23527_38899,names,female,
2009,64.0,美音,7.0,0.0016,f,32654_38899,names,female,
2009,64.0,瑠菜,7.0,0.0016,f,29792_33756,names,female,
2009,64.0,瑠南,7.0,0.0016,f,29792_21335,names,female,
2009,64.0,梨乃,7.0,0.0016,f,26792_20035,names,female,
2009,64.0,玲奈,7.0,0.0016,f,29618_22856,names,female,
2009,64.0,莉桜,7.0,0.0016,f,33673_26716,names,female,
2009,81.0,愛結,6.0,0.0014,f,24859_32080,names,female,
2009,81.0,綾乃,6.0,0.0014,f,32190_20035,names,female,
2009,81.0,杏菜,6.0,0.0014,f,26447_33756,names,female,
2009,81.0,雅,6.0,0.0014,f,38597,names,female,
2009,81.0,結音,6.0,0.0014,f,32080_38899,names,female,
2009,81.0,結花,6.0,0.0014,f,32080_33457,names,female,
2009,81.0,結月,6.0,0.0014,f,32080_26376,names,female,
2009,81.0,彩花,6.0,0.0014,f,24425_33457,names,female,
2009,81.0,紗良,6.0,0.0014,f,32023_33391,names,female,
2009,81.0,詩織,6.0,0.0014,f,35433_32340,names,female,
2009,81.0,朱莉,6.0,0.0014,f,26417_33673,names,female,
2009,81.0,真緒,6.0,0.0014,f,30495_32210,names,female,
2009,81.0,心海,6.0,0.0014,f,24515_28023,names,female,
2009,81.0,瑞稀,6.0,0.0014,f,29790_31232,names,female,
2009,81.0,千夏,6.0,0.0014,f,21315_22799,names,female,
2009,81.0,奈々,6.0,0.0014,f,22856_12293,names,female,
2009,81.0,明日香,6.0,0.0014,f,26126_26085_39321,names,female,
2009,81.0,唯花,6.0,0.0014,f,21807_33457,names,female,
2009,81.0,優愛,6.0,0.0014,f,20778_24859,names,female,
2009,81.0,葉月,6.0,0.0014,f,33865_26376,names,female,
2009,81.0,璃子,6.0,0.0014,f,29827_23376,names,female,
2009,81.0,莉愛,6.0,0.0014,f,33673_24859,names,female,
2022,1.0,蒼,37.0,0.0041,m,33980,names,male,
2022,1.0,凪,37.0,0.0041,m,20970,names,male,
2022,3.0,蓮,36.0,0.004,m,34030,names,male,
2022,4.0,陽翔,35.0,0.0039,m,38525_32724,names,male,
2022,4.0,湊,35.0,0.0039,m,28234,names,male,
2022,4.0,颯真,35.0,0.0039,m,39087_30495,names,male,
2022,4.0,碧,35.0,0.0039,m,30887,names,male,
2022,8.0,樹,34.0,0.0038,m,27193,names,male,
2022,9.0,大和,30.0,0.0034,m,22823_21644,names,male,
2022,9.0,悠真,30.0,0.0034,m,24736_30495,names,male,
2022,9.0,暖,30.0,0.0034,m,26262,names,male,
2022,12.0,大翔,28.0,0.0031,m,22823_32724,names,male,
2022,12.0,陽斗,28.0,0.0031,m,38525_26007,names,male,
2022,14.0,蒼空,26.0,0.0029,m,33980_31354,names,male,
2022,14.0,陽向,26.0,0.0029,m,38525_21521,names,male,
2022,16.0,颯,25.0,0.0028,m,39087,names,male,
2022,17.0,湊斗,24.0,0.0027,m,28234_26007,names,male,
2022,18.0,新,23.0,0.0026,m,26032,names,male,
2022,18.0,陽,23.0,0.0026,m,38525,names,male,
2022,20.0,伊織,22.0,0.0025,m,20234_32340,names,male,
2022,20.0,結翔,22.0,0.0025,m,32080_32724,names,male,
2022,20.0,蒼真,22.0,0.0025,m,33980_30495,names,male,
2022,20.0,悠,22.0,0.0025,m,24736,names,male,
2022,24.0,奏汰,21.0,0.0023,m,22863_27760,names,male,
2022,25.0,朔,20.0,0.0022,m,26388,names,male,
2022,25.0,律,20.0,0.0022,m,24459,names,male,
2022,25.0,琉生,20.0,0.0022,m,29705_29983,names,male,
2022,28.0,晴,19.0,0.0021,m,26228,names,male,
2022,28.0,奏太,19.0,0.0021,m,22863_22826,names,male,
2022,28.0,朝陽,19.0,0.0021,m,26397_38525,names,male,
2022,28.0,碧斗,19.0,0.0021,m,30887_26007,names,male,
2022,28.0,陽大,19.0,0.0021,m,38525_22823,names,male,
2022,33.0,結斗,18.0,0.002,m,32080_26007,names,male,
2022,34.0,碧人,17.0,0.0019,m,30887_20154,names,male,
2022,34.0,悠人,17.0,0.0019,m,24736_20154,names,male,
2022,34.0,陽太,17.0,0.0019,m,38525_22826,names,male,
2022,37.0,大雅,16.0,0.0018,m,22823_38597,names,male,
2022,37.0,歩,16.0,0.0018,m,27497,names,male,
2022,37.0,凌久,16.0,0.0018,m,20940_20037,names,male,
2022,40.0,葵,15.0,0.0017,m,33909,names,male,
2022,40.0,旭,15.0,0.0017,m,26093,names,male,
2022,40.0,蒼生,15.0,0.0017,m,33980_29983,names,male,
2022,40.0,悠生,15.0,0.0017,m,24736_29983,names,male,
2022,40.0,悠斗,15.0,0.0017,m,24736_26007,names,male,
2022,40.0,陸,15.0,0.0017,m,38520,names,male,
2022,46.0,海斗,14.0,0.0016,m,28023_26007,names,male,
2022,46.0,迅,14.0,0.0016,m,36805,names,male,
2022,46.0,奏翔,14.0,0.0016,m,22863_32724,names,male,
2022,46.0,蒼大,14.0,0.0016,m,33980_22823,names,male,
2022,46.0,湊翔,14.0,0.0016,m,28234_32724,names,male,
2022,46.0,悠月,14.0,0.0016,m,24736_26376,names,male,
2022,52.0,絢斗,13.0,0.0015,m,32098_26007,names,male,
2022,52.0,一颯,13.0,0.0015,m,19968_39087,names,male,
2022,52.0,桔平,13.0,0.0015,m,26708_24179,names,male,
2022,52.0,仁,13.0,0.0015,m,20161,names,male,
2022,52.0,大晴,13.0,0.0015,m,22823_26228,names,male,
2022,52.0,柊,13.0,0.0015,m,26570,names,male,
2022,52.0,佑真,13.0,0.0015,m,20305_30495,names,male,
2022,52.0,悠翔,13.0,0.0015,m,24736_32724,names,male,
2022,52.0,陸斗,13.0,0.0015,m,38520_26007,names,male,
2022,52.0,琥太郎,13.0,0.0015,m,29733_22826_37070,names,male,
2022,52.0,颯人,13.0,0.0015,m,39087_20154,names,male,
2022,52.0,颯太,13.0,0.0015,m,39087_22826,names,male,
2022,64.0,伊吹,12.0,0.0013,m,20234_21561,names,male,
2022,64.0,善,12.0,0.0013,m,21892,names,male,
2022,64.0,陽琉,12.0,0.0013,m,38525_29705,names,male,
2022,64.0,理人,12.0,0.0013,m,29702_20154,names,male,
2022,64.0,櫂,12.0,0.0013,m,27330,names,male,
2022,64.0,翔,12.0,0.0013,m,32724,names,male,
2022,70.0,晴翔,11.0,0.0012,m,26228_32724,names,male,
2022,70.0,蒼翔,11.0,0.0012,m,33980_32724,names,male,
2022,70.0,大河,11.0,0.0012,m,22823_27827,names,male,
2022,70.0,優斗,11.0,0.0012,m,20778_26007,names,male,
2022,70.0,遥斗,11.0,0.0012,m,36965_26007,names,male,
2022,70.0,理仁,11.0,0.0012,m,29702_20161,names,male,
2022,70.0,颯斗,11.0,0.0012,m,39087_26007,names,male,
2022,77.0,岳,10.0,0.0011,m,23731,names,male,
2022,77.0,叶空,10.0,0.0011,m,21494_31354,names,male,
2022,77.0,空,10.0,0.0011,m,31354,names,male,
2022,77.0,光希,10.0,0.0011,m,20809_24076,names,male,
2022,77.0,晴斗,10.0,0.0011,m,26228_26007,names,male,
2022,77.0,千颯,10.0,0.0011,m,21315_39087,names,male,
2022,77.0,奏多,10.0,0.0011,m,22863_22810,names,male,
2022,77.0,蒼人,10.0,0.0011,m,33980_20154,names,male,
2022,77.0,大地,10.0,0.0011,m,22823_22320,names,male,
2022,77.0,楓,10.0,0.0011,m,26963,names,male,
2022,77.0,楓真,10.0,0.0011,m,26963_30495,names,male,
2022,77.0,悠陽,10.0,0.0011,m,24736_38525,names,male,
2022,77.0,琉叶,10.0,0.0011,m,29705_21494,names,male,
2022,77.0,凌空,10.0,0.0011,m,20940_31354,names,male,
2022,77.0,煌,10.0,0.0011,m,29004,names,male,
2022,92.0,響,9.0,0.001,m,38911,names,male,
2022,92.0,朔久,9.0,0.001,m,26388_20037,names,male,
2022,92.0,奏斗,9.0,0.001,m,22863_26007,names,male,
2022,92.0,太陽,9.0,0.001,m,22826_38525,names,male,
2022,92.0,悠希,9.0,0.001,m,24736_24076,names,male,
2022,92.0,柚希,9.0,0.001,m,26586_24076,names,male,
2022,92.0,律人,9.0,0.001,m,24459_20154,names,male,
2022,92.0,涼真,9.0,0.001,m,28092_30495,names,male,
2022,92.0,怜,9.0,0.001,m,24604,names,male,
2022,92.0,颯大,9.0,0.001,m,39087_22823,names,male,
2022,1.0,陽葵,47.0,0.0055,f,38525_33909,names,female,
2022,2.0,凛,44.0,0.0051,f,20955,names,female,
2022,3.0,詩,43.0,0.005,f,35433,names,female,
2022,4.0,陽菜,35.0,0.0041,f,38525_33756,names,female,
2022,4.0,結菜,35.0,0.0041,f,32080_33756,names,female,
2022,6.0,杏,32.0,0.0037,f,26447,names,female,
2022,7.0,澪,30.0,0.0035,f,28586,names,female,
2022,8.0,結愛,28.0,0.0033,f,32080_24859,names,female,
2022,9.0,芽依,26.0,0.003,f,33469_20381,names,female,
2022,9.0,莉子,26.0,0.003,f,33673_23376,names,female,
2022,9.0,さくら,26.0,0.003,f,12373_12367_12425,names,female,
2022,9.0,咲茉,26.0,0.003,f,21682_33545,names,female,
2022,13.0,乃愛,25.0,0.0029,f,20035_24859,names,female,
2022,14.0,琴音,24.0,0.0028,f,29748_38899,names,female,
2022,15.0,葵,23.0,0.0027,f,33909,names,female,
2022,15.0,琴葉,23.0,0.0027,f,29748_33865,names,female,
2022,15.0,楓,23.0,0.0027,f,26963,names,female,
2022,18.0,翠,22.0,0.0026,f,32736,names,female,
2022,18.0,凪咲,22.0,0.0026,f,20970_21682,names,female,
2022,20.0,結月,21.0,0.0025,f,32080_26376,names,female,
2022,20.0,心陽,21.0,0.0025,f,24515_38525,names,female,
2022,20.0,凪,21.0,0.0025,f,20970,names,female,
2022,23.0,ひなた,20.0,0.0023,f,12402_12394_12383,names,female,
2022,23.0,紬希,20.0,0.0023,f,32044_24076,names,female,
2022,23.0,美桜,20.0,0.0023,f,32654_26716,names,female,
2022,26.0,依茉,19.0,0.0022,f,20381_33545,names,female,
2022,26.0,朱莉,19.0,0.0022,f,26417_33673,names,female,
2022,26.0,心結,19.0,0.0022,f,24515_32080,names,female,
2022,26.0,茉白,19.0,0.0022,f,33545_30333,names,female,
2022,30.0,一華,18.0,0.0021,f,19968_33775,names,female,
2022,30.0,結,18.0,0.0021,f,32080,names,female,
2022,30.0,咲良,18.0,0.0021,f,21682_33391,names,female,
2022,30.0,紗奈,18.0,0.0021,f,32023_22856,names,female,
2022,30.0,紬,18.0,0.0021,f,32044,names,female,
2022,30.0,蘭,18.0,0.0021,f,34349,names,female,
2022,36.0,愛,17.0,0.002,f,24859,names,female,
2022,36.0,結衣,17.0,0.002,f,32080_34915,names,female,
2022,36.0,彩葉,17.0,0.002,f,24425_33865,names,female,
2022,36.0,柚希,17.0,0.002,f,26586_24076,names,female,
2022,40.0,あかり,16.0,0.0019,f,12354_12363_12426,names,female,
2022,40.0,芽生,16.0,0.0019,f,33469_29983,names,female,
2022,40.0,心春,16.0,0.0019,f,24515_26149,names,female,
2022,40.0,陽菜乃,16.0,0.0019,f,38525_33756_20035,names,female,
2022,40.0,莉緒,16.0,0.0019,f,33673_32210,names,female,
2022,45.0,花音,15.0,0.0018,f,33457_38899,names,female,
2022,45.0,結心,15.0,0.0018,f,32080_24515,names,female,
2022,45.0,心晴,15.0,0.0018,f,24515_26228,names,female,
2022,45.0,柚葉,15.0,0.0018,f,26586_33865,names,female,
2022,45.0,陽咲,15.0,0.0018,f,38525_21682,names,female,
2022,45.0,莉愛,15.0,0.0018,f,33673_24859,names,female,
2022,45.0,莉央,15.0,0.0018,f,33673_22830,names,female,
2022,52.0,唯,14.0,0.0016,f,21807,names,female,
2022,52.0,六花,14.0,0.0016,f,20845_33457,names,female,
2022,54.0,ひまり,13.0,0.0015,f,12402_12414_12426,names,female,
2022,54.0,愛茉,13.0,0.0015,f,24859_33545,names,female,
2022,54.0,杏奈,13.0,0.0015,f,26447_22856,names,female,
2022,54.0,雫,13.0,0.0015,f,38635,names,female,
2022,54.0,実桜,13.0,0.0015,f,23455_26716,names,female,
2022,54.0,碧,13.0,0.0015,f,30887,names,female,
2022,60.0,咲奈,12.0,0.0014,f,21682_22856,names,female,
2022,60.0,紗菜,12.0,0.0014,f,32023_33756,names,female,
2022,60.0,紬葵,12.0,0.0014,f,32044_33909,names,female,
2022,60.0,美羽,12.0,0.0014,f,32654_32701,names,female,
2022,60.0,美月,12.0,0.0014,f,32654_26376,names,female,
2022,60.0,鈴,12.0,0.0014,f,37428,names,female,
2022,60.0,菫,12.0,0.0014,f,33771,names,female,
2022,60.0,凜,12.0,0.0014,f,20956,names,female,
2022,68.0,いろは,11.0,0.0013,f,12356_12429_12399,names,female,
2022,68.0,ひより,11.0,0.0013,f,12402_12424_12426,names,female,
2022,68.0,花,11.0,0.0013,f,33457,names,female,
2022,68.0,華,11.0,0.0013,f,33775,names,female,
2022,68.0,叶愛,11.0,0.0013,f,21494_24859,names,female,
2022,68.0,光莉,11.0,0.0013,f,20809_33673,names,female,
2022,68.0,彩愛,11.0,0.0013,f,24425_24859,names,female,
2022,68.0,紗良,11.0,0.0013,f,32023_33391,names,female,
2022,68.0,美結,11.0,0.0013,f,32654_32080,names,female,
2022,68.0,美織,11.0,0.0013,f,32654_32340,names,female,
2022,68.0,陽,11.0,0.0013,f,38525,names,female,
2022,68.0,陽向,11.0,0.0013,f,38525_21521,names,female,
2022,68.0,和花,11.0,0.0013,f,21644_33457,names,female,
2022,81.0,いちか,10.0,0.0012,f,12356_12385_12363,names,female,
2022,81.0,愛莉,10.0,0.0012,f,24859_33673,names,female,
2022,81.0,葵衣,10.0,0.0012,f,33909_34915,names,female,
2022,81.0,依采,10.0,0.0012,f,20381_37319,names,female,
2022,81.0,一花,10.0,0.0012,f,19968_33457,names,female,
2022,81.0,芽衣,10.0,0.0012,f,33469_34915,names,female,
2022,81.0,向葵,10.0,0.0012,f,21521_33909,names,female,
2022,81.0,咲那,10.0,0.0012,f,21682_37027,names,female,
2022,81.0,咲凪,10.0,0.0012,f,21682_20970,names,female,
2022,81.0,桜,10.0,0.0012,f,26716,names,female,
2022,81.0,渚,10.0,0.0012,f,28186,names,female,
2022,81.0,心花,10.0,0.0012,f,24515_33457,names,female,
2022,81.0,椿,10.0,0.0012,f,26943,names,female,
2022,81.0,帆夏,10.0,0.0012,f,24070_22799,names,female,
2022,81.0,柚月,10.0,0.0012,f,26586_26376,names,female,
2022,81.0,琉愛,10.0,0.0012,f,29705_24859,names,female,
2022,81.0,和,10.0,0.0012,f,21644,names,female,
2022,98.0,すず,9.0,0.0011,f,12377_12378,names,female,
