
1	美咲	3202
2	未来	2833
3	七海	2718
4	萌	2679
5	彩乃	2676
6	葵	2639
7	優花	2561
8	舞	2382
9	明日香	2351
10	菜々子	2286
11	里奈	2177
12	彩花	2173
13	亜美	2114
14	玲奈	2079
15	優香	1894
16	真由	1892
17	美月	1887
18	愛	1795
19	楓	1785
20	さくら	1740
21	彩香	1713
22	菜月	1701
23	千尋	1701
24	桃子	1641
25	彩	1610
26	美穂	1597
27	綾乃	1588
28	茜	1575
29	莉奈	1530
30	美優	1514
31	佳奈	1481
32	愛美	1472
33	遥	1440
34	奈々	1422
35	菜摘	1368
36	彩夏	1335
37	結衣	1299
38	美里	1283
39	瑞希	1263
40	彩音	1254
41	杏奈	1251
42	栞	1250
43	みなみ	1224
44	優衣	1223
45	麻衣	1211
46	詩織	1191
47	真衣	1185
48	千夏	1185
49	優希	1135
50	里菜	1105
51	真帆	1103
52	優奈	1084
53	綾香	1082
54	琴音	1082
55	唯	1069
56	友香	1056
57	莉子	1056
58	彩華	1048
59	春菜	1046
60	桃香	1035
61	奈央	1012
62	朱里	997
63	晴香	992
64	桃花	955
65	朱音	951
66	あかり	950
67	真子	911
68	ひかり	901
69	遥香	896
70	美紅	872
71	怜奈	868
72	瑞季	863
73	瞳	860
74	陽菜	851
75	夏海	849
76	百花	843
77	春香	841
78	萌香	838
79	美帆	831
80	優	830
81	恵	828
82	菜々	827
83	葉月	822
84	彩加	817
85	理子	812
86	真央	805
87	愛理	798
88	成美	796
89	菜緒	791
90	愛梨	782
91	綾音	781
92	早紀	770
93	真奈	767
94	瑞穂	763
95	有紗	760
96	ひかる	756
97	由佳	756
98	愛実	755
99	ほのか	747
100	美羽	737
101	萌花	725
102	梨乃	703
103	美波	695
104	くるみ	683
105	渚	654
106	真優	654
107	あゆみ	643
108	優里	640
109	佑香	636
110	日向子	635
111	ひなの	632
112	芽衣	631
113	真菜	630
114	優佳	630
115	碧	629
116	歩美	628
117	夏実	623
118	菜々美	615
119	美樹	613
120	晴菜	611
121	紗希	608
122	汐里	604
123	美奈	598
124	梨奈	595
125	日菜子	591
126	みのり	590
127	愛莉	590
128	夏美	587
129	若菜	577
130	瑠奈	577
131	美紀	576
132	理沙	576
133	美希	575
134	玲菜	575
135	愛海	573
136	沙耶	572
137	百香	571
138	涼香	568
139	歩	562
140	夏帆	558
141	雪乃	556
142	美玖	556
143	美空	551
144	春奈	550
145	有希	548
146	理紗	544
147	梨花	541
148	咲希	539
149	里紗	539
150	あみ	538
151	実咲	538
152	美緒	536
153	綾	535
154	京香	534
155	美香	534
156	優菜	534
157	仁美	530
158	加奈	525
159	日菜	520
160	悠	515
161	亜実	513
162	まどか	512
163	雅	512
164	智美	508
165	咲良	494
166	美結	492
167	あすか	490
168	ひなた	490
169	奈緒	490
170	麗奈	490
171	あかね	489
172	望	488
173	はるか	487
174	夏希	486
175	琴美	486
176	希	481
177	桃佳	479
178	なつみ	477
179	有紀	477
180	ありさ	476
181	真実	476
182	寧々	471
183	美桜	470
184	穂乃香	469
185	琴乃	467
186	沙織	466
187	千晶	464
188	芽生	463
189	結	463
190	美佳	462
191	友美	457
192	春花	453
193	真穂	452
194	芽依	451
195	真琴	450
196	梨紗	450
197	花菜	449
198	真緒	449
199	志帆	447
200	伶奈	443
201	真歩	439
202	萌子	437
203	遙	437
204	愛里	433
205	梓	433
206	千紘	433
207	花音	432
208	千聖	430
209	由衣	430
210	杏菜	425
211	瑠菜	424
212	菜央	423
213	志織	423
214	未歩	422
215	果歩	421
216	愛菜	419
217	美幸	415
218	麗	414
219	桜	413
220	朋美	412
221	陽香	411
222	梨沙	408
223	実優	405
224	朱莉	403
225	ちひろ	401
226	智子	401
227	風花	401
228	真生	400
229	さやか	398
230	紗英	397
231	光	395
232	美和	395
233	華	394
234	麻由	394
235	早希	388
236	綾花	386
237	志穂	386
238	栞奈	384
239	澪	384
240	こころ	381
241	梨央	381
242	麻友	380
243	真美	376
244	菜穂	375
245	恵美	372
246	和	370
247	香奈	369
248	舞香	369
249	千晴	368
250	佑奈	366
251	文香	365
252	凛	365
253	莉央	363
254	愛奈	362
255	響	361
256	美来	361
257	優美	361
258	彩佳	360
259	樹里	360
260	凪沙	359
261	汐音	358
262	莉菜	358
263	真希	357
264	愛佳	356
265	知里	356
266	日和	356
267	めぐみ	355
268	香織	354
269	天音	354
270	穂乃花	354
271	千里	353
272	百華	353
273	咲	352
274	歩実	352
275	有香	352
