
1	颯太	1144
2	翔太	1119
3	大翔	1115
4	大輝	979
5	蓮	902
6	翼	887
7	翔	873
8	大和	822
9	拓海	783
10	優斗	778
11	海斗	744
12	陸	728
13	優太	723
14	悠斗	686
15	健太	651
16	颯	564
17	悠太	550
18	樹	536
19	悠人	533
20	亮太	526
21	太陽	521
22	雄大	507
23	一輝	499
24	太一	488
25	匠	485
26	大地	484
27	大樹	470
28	悠真	461
29	陽	456
30	輝	447
31	拓真	445
32	涼太	441
33	優希	440
34	智也	439
35	陽斗	433
36	駿	424
37	陸斗	419
38	陽太	417
39	光	415
40	颯汰	413
41	翔大	405
42	悠	402
43	諒	402
44	優	391
45	歩夢	390
46	響	380
47	空	377
48	大智	368
49	遥斗	365
50	海翔	362
51	隼人	358
52	大貴	345
53	光希	340
54	和真	338
55	啓太	336
56	隼	335
57	龍之介	331
58	航	327
59	颯人	326
60	大雅	322
61	大空	313
62	陽大	302
63	優輝	300
64	航大	298
65	悠生	297
66	大輔	289
67	陽向	289
68	颯斗	289
69	遼	287
70	陽翔	277
71	俊介	274
72	拓実	274
73	達也	269
74	健太郎	267
75	涼	263
76	凌	261
77	大河	257
78	幹太	256
79	一真	254
80	颯真	254
81	和輝	253
82	健人	252
83	雄太	250
84	優真	248
85	康介	247
86	快	246
87	駿介	246
88	裕太	244
89	康生	243
90	颯大	240
91	康太	239
92	智哉	238
93	朝陽	237
94	蒼空	236
95	悠希	236
96	優人	235
97	悠翔	234
98	蒼太	231
99	一樹	228
100	俊輔	225
101	航平	220
102	晴	220
103	和樹	220
104	健斗	219
105	歩	219
106	涼介	217
107	創太	216
108	楓	215
109	勇人	215
110	和希	215
111	直樹	212
112	直輝	210
113	康平	208
114	拓磨	206
115	勇太	205
116	勇斗	205
117	勇輝	203
118	優翔	202
119	陽生	202
120	陸人	202
121	優樹	200
122	柊	196
123	拓斗	193
124	仁	191
125	海	190
126	奏太	189
127	伊吹	184
128	琉生	184
129	聖也	181
130	碧	181
131	裕貴	181
132	虎太郎	178
133	琢磨	177
134	巧	174
135	航輝	173
136	優大	173
137	直人	172
138	伊織	171
139	健	170
140	航太	170
141	寛太	167
142	拓人	167
143	慧	164
144	光輝	164
145	拓也	164
146	隼斗	164
147	友哉	164
148	和也	164
149	凜	164
150	愛斗	163
151	祐太	163
152	陸翔	163
153	慶	162
154	晴輝	161
155	拓夢	160
156	晴斗	159
157	聖	159
158	陽人	159
159	翔真	159
160	勇翔	158
161	幸輝	157
162	一翔	156
163	渉	156
164	壮太	156
165	悠介	155
166	大悟	154
167	大夢	154
168	悠貴	154
169	圭吾	153
170	暖人	152
171	琉斗	151
172	心	150
173	佑太	150
174	怜	150
175	蒼	149
176	亮	149
177	怜央	149
178	春樹	148
179	青空	148
180	駿斗	147
181	柊斗	147
182	龍	147
183	海人	146
184	晃大	145
185	春輝	145
186	洸太	145
187	葵	144
188	慶太	144
189	大誠	143
190	祐希	142
191	司	140
192	快斗	138
193	裕也	136
194	遥人	136
195	颯馬	136
196	柊哉	135
197	優介	135
198	凜太郎	135
199	直哉	134
200	祐輝	134
201	翔也	134
