
1	大輝	2487
2	翔太	2455
3	翔	2377
4	拓海	2214
5	陸	2001
6	翼	1884
7	蓮	1823
8	海斗	1820
9	健太	1739
10	駿	1664
11	颯太	1487
12	優斗	1461
13	優太	1383
14	大樹	1376
15	大地	1369
16	大翔	1359
17	雄大	1280
18	亮太	1245
19	颯	1198
20	智也	1196
21	樹	1168
22	匠	1163
23	太一	1150
24	一輝	1132
25	諒	1093
26	響	1013
27	悠斗	1013
28	悠太	1011
29	大和	978
30	歩夢	919
31	太陽	912
32	悠人	905
33	大貴	897
34	光	885
35	涼太	885
36	優希	882
37	凌	874
38	優	869
39	健人	866
40	陸斗	848
41	輝	833
42	翔大	824
43	拓真	822
44	達也	819
45	俊介	791
46	涼	783
47	駿介	773
48	大輔	771
49	直樹	771
50	健太郎	754
51	大智	751
52	遼	744
53	歩	743
54	航	739
55	隼人	736
56	優輝	718
57	一真	707
58	龍之介	701
59	雄太	691
60	智哉	690
61	拓実	671
62	裕太	661
63	悠真	659
64	航平	658
65	康平	657
66	悠	643
67	隼	626
68	颯人	617
69	大河	611
70	直輝	608
71	涼介	603
72	和樹	601
73	和真	595
74	健斗	594
75	和輝	588
76	亮	582
77	直人	575
78	颯斗	572
79	航大	566
80	俊輔	566
81	一樹	564
82	拓巳	558
83	勇人	558
84	勇輝	554
85	和希	552
86	優人	550
87	裕貴	549
88	健	545
89	啓太	540
90	海翔	533
91	空	529
92	和也	527
93	陽太	522
94	聖也	517
95	光希	514
96	大雅	494
97	康太	492
98	怜	491
99	拓也	490
100	颯汰	484
101	陸人	459
102	勇斗	457
103	廉	457
104	拓人	450
105	悠希	450
106	優樹	448
107	渉	442
108	友哉	440
109	海人	436
110	大夢	436
111	祐太	432
112	慧	431
113	大空	429
114	怜央	428
115	航太	419
116	勇太	419
117	巧	413
118	佑太	413
119	龍	413
120	翔馬	409
121	直也	408
122	竜也	405
123	悠生	402
124	直哉	400
125	海	397
126	司	396
127	裕也	396
128	雅也	393
129	拓馬	393
130	聖	392
131	拓斗	392
132	優真	392
133	幹太	390
134	大介	388
135	楓	387
136	颯真	383
137	仁	382
138	颯馬	380
139	愛斗	378
140	幸輝	374
141	伊織	372
142	虎太郎	368
143	悠介	368
144	圭吾	363
145	陽	359
146	伊吹	358
147	光輝	356
148	優介	356
149	凜	354
150	翔也	348
151	祐希	346
152	圭佑	345
153	駿太	345
154	新	339
