year	orth	pron	rank	gender	freq
1912	千代		1	F	
1912	ハル		2	F	
1912	ハナ		3	F	
1912	正子		4	F	
1912	文子		5	F	
1912	ヨシ		6	F	
1912	千代子		7	F	
1912	キヨ		8	F	
1912	静子		9	F	
1912	はる		10	F	
1912	正一		1	M	
1912	清		2	M	
1912	正雄		3	M	
1912	正		4	M	
1912	茂		5	M	
1912	武雄		6	M	
1912	正治		7	M	
1912	三郎		8	M	
1912	正夫		9	M	
1912	一郎		10	M	
1913	正子		1	F	
1913	千代		2	F	
1913	静子		3	F	
1913	キヨ		4	F	
1913	文子		5	F	
1913	ヨシ		6	F	
1913	ハル		7	F	
1913	フミ		8	F	
1913	マサ		9	F	
1913	きみ		10	F	
1913	正二		1	M	
1913	茂		2	M	
1913	正雄		3	M	
1913	正		4	M	
1913	清		5	M	
1913	三郎		6	M	
1913	正一		7	M	
1913	武雄		8	M	
1913	義雄		9	M	
1913	正男		10	M	
1914	静子		1	F	
1914	キヨ		2	F	
1914	千代子		3	F	
1914	ハル		4	F	
1914	きよ		5	F	
1914	ヨシ		6	F	
1914	キミ		7	F	
1914	トミ		8	F	
1914	フミ		9	F	
1914	光子		10	F	
1914	正三		1	M	
1914	清		2	M	
1914	正雄		3	M	
1914	三郎		4	M	
1914	正		5	M	
1914	正一		6	M	
1914	勇		7	M	
1914	実		8	M	
1914	秀雄		9	M	
1914	茂		10	M	
1915	千代		1	F	
1915	千代子		2	F	
1915	文子		3	F	
1915	静子		4	F	
1915	キヨ		5	F	
1915	ハル		6	F	
1915	清子		7	F	
1915	きよ		8	F	
1915	きみ		9	F	
1915	はる		10	F	
1915	清		1	M	
1915	三郎		2	M	
1915	茂		3	M	
1915	正雄		4	M	
1915	正		5	M	
1915	実		6	M	
1915	武雄		7	M	
1915	一郎		8	M	
1915	義雄		9	M	
1915	正一		10	M	
1916	文子		1	F	
1916	千代子		2	F	
1916	千代		3	F	
1916	清子		4	F	
1916	キミ		5	F	
1916	八重子		6	F	
1916	フミ		7	F	
1916	キヨ		8	F	
1916	静子		9	F	
1916	貞子		10	F	
1916	辰雄		1	M	
1916	清		2	M	
1916	三郎		3	M	
1916	勇		4	M	
1916	一郎		5	M	
1916	茂		6	M	
1916	実		7	M	
1916	正雄		8	M	
1916	秀雄		9	M	
1916	辰男		10	M	
1917	千代子		1	F	
1917	キヨ		2	F	
1917	キミ		3	F	
1917	文子		4	F	
1917	八重子		5	F	
1917	愛子		6	F	
1917	静子		7	F	
1917	ハル		8	F	
1917	美代子		9	F	
1917	貞子		10	F	
1917	三郎		1	M	
1917	清		2	M	
1917	勇		3	M	
1917	一郎		4	M	
1917	実		5	M	
1917	正雄		6	M	
1917	博		7	M	
1917	正一		8	M	
1917	正		9	M	
1917	茂		10	M	
1918	久子		1	F	
1918	静子		2	F	
1918	千代子		3	F	
1918	キミ		4	F	
1918	文子		5	F	
1918	清子		6	F	
1918	キヨ		7	F	
1918	貞子		8	F	
1918	千代		9	F	
1918	ハル		10	F	
1918	清		1	M	
1918	三郎		2	M	
1918	勇		3	M	
1918	一郎		4	M	
1918	義雄		5	M	
1918	実		6	M	
1918	茂		7	M	
1918	正		8	M	
1918	博		9	M	
1918	正雄		10	M	
1919	久子		1	F	
1919	千代子		2	F	
1919	和子		3	F	
1919	貞子		4	F	
1919	静子		5	F	
1919	文子		6	F	
1919	ヨシ		7	F	
1919	キヨ		8	F	
1919	清子		9	F	
1919	キミ		10	F	
1919	三郎		1	M	
1919	清		2	M	
1919	勇		3	M	
1919	実		4	M	
1919	一郎		5	M	
1919	義雄		6	M	
1919	正雄		7	M	
1919	正		8	M	
1919	茂		9	M	
1919	弘		10	M	
1920	文子		1	F	
1920	久子		2	F	
1920	千代子		3	F	
1920	静子		4	F	
1920	貞子		5	F	
1920	芳子		6	F	
1920	愛子		7	F	
1920	清子		8	F	
1920	キヨ		9	F	
1920	君子		10	F	
1920	清		1	M	
1920	茂		2	M	
1920	三郎		3	M	
1920	勇		4	M	
1920	実		5	M	
1920	一郎		6	M	
1920	博		7	M	
1920	弘		8	M	
1920	正		9	M	
1920	正雄		10	M	
1921	文子		1	F	
1921	千代子		2	F	
1921	清子		3	F	
1921	久子		4	F	
1921	芳子		5	F	
1921	静子		6	F	
1921	幸子		7	F	
1921	美代子		8	F	
1921	敏子		9	F	
1921	愛子		10	F	
1921	清		1	M	
1921	三郎		2	M	
1921	茂		3	M	
1921	勇		4	M	
1921	博		5	M	
1921	一郎		6	M	
1921	実		7	M	
1921	弘		8	M	
1921	正		9	M	
1921	正雄		10	M	
1922	文子		1	F	
1922	幸子		2	F	
1922	美代子		3	F	
1922	清子		4	F	
1922	千代子		5	F	
1922	静子		6	F	
1922	愛子		7	F	
1922	久子		8	F	
1922	光子		9	F	
1922	敏子		10	F	
1922	清		1	M	
1922	三郎		2	M	
1922	勇		3	M	
1922	博		4	M	
1922	茂		5	M	
1922	正		6	M	
1922	一郎		7	M	
1922	実		8	M	
1922	弘		9	M	
1922	秀雄		10	M	
1923	文子		1	F	
1923	千代子		2	F	
1923	幸子		3	F	
1923	清子		4	F	
1923	久子		5	F	
1923	美代子		6	F	
1923	愛子		7	F	
1923	光子		8	F	
1923	静子		9	F	
1923	貞子		10	F	
1923	清		1	M	
1923	三郎		2	M	
1923	勇		3	M	
1923	茂		4	M	
1923	博		5	M	
1923	一郎		6	M	
1923	実		7	M	
1923	正		8	M	
1923	弘		9	M	
1923	進		10	M	
1924	幸子		1	F	
1924	文子		2	F	
1924	千代子		3	F	
1924	愛子		4	F	
1924	美代子		5	F	
1924	清子		6	F	
1924	信子		7	F	
1924	敏子		8	F	
1924	久子		9	F	
1924	静子		10	F	
1924	清		1	M	
1924	茂		2	M	
1924	三郎		3	M	
1924	勇		4	M	
1924	博		5	M	
1924	実		6	M	
1924	弘		7	M	
1924	一郎		8	M	
1924	正		9	M	
1924	武		10	M	
1925	幸子		1	F	
1925	文子		2	F	
1925	美代子		3	F	
1925	久子		4	F	
1925	芳子		5	F	
1925	愛子		6	F	
1925	信子		7	F	
1925	和子		8	F	
1925	千代子		9	F	
1925	八重子		10	F	
1925	清		1	M	
1925	茂		2	M	
1925	勇		3	M	
1925	三郎		4	M	
1925	博		5	M	
1925	実		6	M	
1925	弘		7	M	
1925	正		8	M	
1925	一郎		9	M	
1925	進		10	M	
1926	久子		1	F	
1926	幸子		2	F	
1926	美代子		3	F	
1926	照子		4	F	
1926	文子		5	F	
1926	和子		6	F	
1926	信子		7	F	
1926	千代子		8	F	
1926	光子		9	F	
1926	貞子		10	F	
1926	清		1	M	
1926	勇		2	M	
1926	博		3	M	
1926	実		4	M	
1926	茂		5	M	
1926	三郎		6	M	
1926	弘		7	M	
1926	正		8	M	
1926	進		9	M	
1926	一男		10	M	
1927	和子		1	F	
1927	昭子		2	F	
1927	久子		3	F	
1927	照子		4	F	
1927	幸子		5	F	
1927	美代子		6	F	
1927	光子		7	F	
1927	文子		8	F	
1927	信子		9	F	
1927	節子		10	F	
1927	昭二		1	M	
1927	昭		2	M	
1927	和夫		3	M	
1927	清		4	M	
1927	昭一		5	M	
1927	博		6	M	
1927	勇		7	M	
1927	茂		8	M	
1927	実		9	M	
1927	弘		10	M	
1928	和子		1	F	
1928	節子		2	F	
1928	幸子		3	F	
1928	久子		4	F	
1928	昭子		5	F	
1928	美代子		6	F	
1928	照子		7	F	
1928	典子		8	F	
1928	文子		9	F	
1928	信子		10	F	
1928	昭三		1	M	
1928	茂		2	M	
1928	昭		3	M	
1928	清		4	M	
1928	勇		5	M	
1928	辰雄		6	M	
1928	博		7	M	
1928	弘		8	M	
1928	三郎		9	M	
1928	和夫		10	M	
1929	和子		1	F	
1929	幸子		2	F	
1929	美代子		3	F	
1929	久子		4	F	
1929	節子		5	F	
1929	文子		6	F	
1929	照子		7	F	
1929	光子		8	F	
1929	貞子		9	F	
1929	八重子		10	F	
1929	茂		1	M	
1929	清		2	M	
1929	勇		3	M	
1929	実		4	M	
1929	博		5	M	
1929	弘		6	M	
1929	三郎		7	M	
1929	和夫		8	M	
1929	昭		9	M	
1929	進		10	M	
1930	和子		1	F	
1930	幸子		2	F	
1930	節子		3	F	
1930	美代子		4	F	
1930	愛子		5	F	
1930	久子		6	F	
1930	文子		7	F	
1930	光子		8	F	
1930	孝子		9	F	
1930	敏子		10	F	
1930	清		1	M	
1930	勇		2	M	
1930	実		3	M	
1930	進		4	M	
1930	茂		5	M	
1930	博		6	M	
1930	和夫		7	M	
1930	三郎		8	M	
1930	弘		9	M	
1930	幸雄		10	M	
1931	和子		1	F	
1931	幸子		2	F	
1931	節子		3	F	
1931	美代子		4	F	
1931	久子		5	F	
1931	文子		6	F	
1931	美智子		7	F	
1931	敏子		8	F	
1931	愛子		9	F	
1931	洋子		10	F	
1931	清		1	M	
1931	勇		2	M	
1931	博		3	M	
1931	弘		4	M	
1931	茂		5	M	
1931	実		6	M	
1931	進		7	M	
1931	三郎		8	M	
1931	幸雄		9	M	
1931	稔		10	M	
1932	和子		1	F	
1932	幸子		2	F	
1932	節子		3	F	
1932	文子		4	F	
1932	美代子		5	F	
1932	久子		6	F	
1932	弘子		7	F	
1932	美智子		8	F	
1932	愛子		9	F	
1932	光子		10	F	
1932	勇		1	M	
1932	弘		2	M	
1932	清		3	M	
1932	実		4	M	
1932	進		5	M	
1932	博		6	M	
1932	茂		7	M	
1932	稔		8	M	
1932	正		9	M	
1932	和夫		10	M	
1933	和子		1	F	
1933	幸子		2	F	
1933	節子		3	F	
1933	洋子		4	F	
1933	弘子		5	F	
1933	久子		6	F	
1933	文子		7	F	
1933	美代子		8	F	
1933	美智子		9	F	
1933	信子		10	F	
1933	清		1	M	
1933	実		2	M	
1933	弘		3	M	
1933	茂		4	M	
1933	勇		5	M	
1933	博		6	M	
1933	進		7	M	
1933	明		8	M	
1933	武		9	M	
1933	正		10	M	
1934	和子		1	F	
1934	幸子		2	F	
1934	節子		3	F	
1934	久子		4	F	
1934	弘子		5	F	
1934	洋子		6	F	
1934	美代子		7	F	
1934	文子		8	F	
1934	美智子		9	F	
1934	信子		10	F	
1934	明		1	M	
1934	実		2	M	
1934	弘		3	M	
1934	清		4	M	
1934	博		5	M	
1934	進		6	M	
1934	勇		7	M	
1934	茂		8	M	
1934	昇		9	M	
1934	三郎		10	M	
1935	和子		1	F	
1935	幸子		2	F	
1935	節子		3	F	
1935	弘子		4	F	
1935	久子		5	F	
1935	洋子		6	F	
1935	美智子		7	F	
1935	栄子		8	F	
1935	良子		9	F	
1935	美代子		10	F	
1935	弘		1	M	
1935	清		2	M	
1935	勇		3	M	
1935	実		4	M	
1935	博		5	M	
1935	進		6	M	
1935	正		7	M	
1935	茂		8	M	
1935	隆		9	M	
1935	稔		10	M	
1936	和子		1	F	
1936	幸子		2	F	
1936	節子		3	F	
1936	弘子		4	F	
1936	京子		5	F	
1936	久子		6	F	
1936	洋子		7	F	
1936	美智子		8	F	
1936	悦子		9	F	
1936	文子		10	F	
1936	清		1	M	
1936	弘		2	M	
1936	実		3	M	
1936	博		4	M	
1936	勇		5	M	
1936	進		6	M	
1936	正		7	M	
1936	茂		8	M	
1936	稔		9	M	
1936	勉		10	M	
1937	和子		1	F	
1937	幸子		2	F	
1937	節子		3	F	
1937	弘子		4	F	
1937	京子		5	F	
1937	洋子		6	F	
1937	久子		7	F	
1937	美智子		8	F	
1937	文子		9	F	
1937	悦子		10	F	
1937	清		1	M	
1937	勇		2	M	
1937	弘		3	M	
1937	進		4	M	
1937	博		5	M	
1937	勝		6	M	
1937	実		7	M	
1937	正		8	M	
1937	茂		9	M	
1937	武		10	M	
1938	和子		1	F	
1938	幸子		2	F	
1938	節子		3	F	
1938	弘子		4	F	
1938	洋子		5	F	
1938	京子		6	F	
1938	悦子		7	F	
1938	美智子		8	F	
1938	久子		9	F	
1938	栄子		10	F	
1938	勝		1	M	
1938	進		2	M	
1938	弘		3	M	
1938	勇		4	M	
1938	清		5	M	
1938	勲		6	M	
1938	武		7	M	
1938	博		8	M	
1938	功		9	M	
1938	実		10	M	
1939	和子		1	F	
1939	幸子		2	F	
1939	節子		3	F	
1939	弘子		4	F	
1939	洋子		5	F	
1939	悦子		6	F	
1939	美智子		7	F	
1939	京子		8	F	
1939	美代子		9	F	
1939	孝子		10	F	
1939	勇		1	M	
1939	勝		2	M	
1939	清		3	M	
1939	進		4	M	
1939	弘		5	M	
1939	博		6	M	
1939	勲		7	M	
1939	稔		8	M	
1939	武		9	M	
1939	隆		10	M	
1940	紀子		1	F	
1940	和子		2	F	
1940	幸子		3	F	
1940	節子		4	F	
1940	洋子		5	F	
1940	弘子		6	F	
1940	美智子		7	F	
1940	久子		8	F	
1940	文子		9	F	
1940	悦子		10	F	
1940	勇		1	M	
1940	清		2	M	
1940	進		3	M	
1940	博		4	M	
1940	弘		5	M	
1940	勲		6	M	
1940	勝		7	M	
1940	武		8	M	
1940	稔		9	M	
1940	茂		10	M	
1941	和子		1	F	
1941	幸子		2	F	
1941	洋子		3	F	
1941	節子		4	F	
1941	弘子		5	F	
1941	美智子		6	F	
1941	悦子		7	F	
1941	美代子		8	F	
1941	京子		9	F	
1941	恵子		10	F	
1941	勇		1	M	
1941	進		2	M	
1941	清		3	M	
1941	勲		4	M	
1941	弘		5	M	
1941	稔		6	M	
1941	勝		7	M	
1941	博		8	M	
1941	功		9	M	
1941	昇		10	M	
1942	洋子		1	F	
1942	和子		2	F	
1942	幸子		3	F	
1942	節子		4	F	
1942	昭子		5	F	
1942	弘子		6	F	
1942	美智子		7	F	
1942	勝子		8	F	
1942	光子		9	F	
1942	悦子		10	F	
1942	勝		1	M	
1942	勇		2	M	
1942	進		3	M	
1942	勲		4	M	
1942	功		5	M	
1942	清		6	M	
1942	昭		7	M	
1942	弘		8	M	
1942	博		9	M	
1942	稔		10	M	
1943	和子		1	F	
1943	洋子		2	F	
1943	幸子		3	F	
1943	節子		4	F	
1943	弘子		5	F	
1943	美智子		6	F	
1943	勝子		7	F	
1943	悦子		8	F	
1943	光子		9	F	
1943	昭子		10	F	
1943	勝		1	M	
1943	勇		2	M	
1943	進		3	M	
1943	勲		4	M	
1943	武		5	M	
1943	功		6	M	
1943	清		7	M	
1943	博		8	M	
1943	弘		9	M	
1943	勝利		10	M	
1944	和子		1	F	
1944	洋子		2	F	
1944	幸子		3	F	
1944	節子		4	F	
1944	勝子		5	F	
1944	弘子		6	F	
1944	美智子		7	F	
1944	光子		8	F	
1944	悦子		9	F	
1944	昭子		10	F	
1944	勝		1	M	
1944	勇		2	M	
1944	勝利		3	M	
1944	進		4	M	
1944	勲		5	M	
1944	清		6	M	
1944	博		7	M	
1944	弘		8	M	
1944	武		9	M	
1944	功		10	M	
1945	和子		1	F	
1945	幸子		2	F	
1945	洋子		3	F	
1945	節子		4	F	
1945	弘子		5	F	
1945	美智子		6	F	
1945	勝子		7	F	
1945	信子		8	F	
1945	美代子		9	F	
1945	京子		10	F	
1945	勝		1	M	
1945	勇		2	M	
1945	進		3	M	
1945	清		4	M	
1945	勝利		5	M	
1945	博		6	M	
1945	勲		7	M	
1945	弘		8	M	
1945	稔		9	M	
1945	修		10	M	
1946	和子		1	F	
1946	幸子		2	F	
1946	洋子		3	F	
1946	美智子		4	F	
1946	節子		5	F	
1946	弘子		6	F	
1946	京子		7	F	
1946	悦子		8	F	
1946	恵子		9	F	
1946	美代子		10	F	
1946	稔		1	M	
1946	和夫		2	M	
1946	清		3	M	
1946	弘		4	M	
1946	博		5	M	
1946	豊		6	M	
1946	進		7	M	
1946	勇		8	M	
1946	修		9	M	
1946	明		10	M	
1947	和子		1	F	
1947	幸子		2	F	
1947	洋子		3	F	
1947	美智子		4	F	
1947	節子		5	F	
1947	弘子		6	F	
1947	恵子		7	F	
1947	悦子		8	F	
1947	京子		9	F	
1947	恵美子		10	F	
1947	清		1	M	
1947	稔		2	M	
1947	博		3	M	
1947	進		4	M	
1947	弘		5	M	
1947	修		6	M	
1947	茂		7	M	
1947	和夫		8	M	
1947	勇		9	M	
1947	明		10	M	
1948	和子		1	F	
1948	幸子		2	F	
1948	洋子		3	F	
1948	節子		4	F	
1948	悦子		5	F	
1948	恵子		6	F	
1948	京子		7	F	
1948	美代子		8	F	
1948	恵美子		9	F	
1948	啓子		10	F	
1948	博		1	M	
1948	進		2	M	
1948	茂		3	M	
1948	清		4	M	
1948	実		5	M	
1948	明		6	M	
1948	修		7	M	
1948	豊		8	M	
1948	正		9	M	
1948	和夫		10	M	
1949	幸子		1	F	
1949	和子		2	F	
1949	洋子		3	F	
1949	節子		4	F	
1949	恵子		5	F	
1949	悦子		6	F	
1949	京子		7	F	
1949	恵美子		8	F	
1949	啓子		9	F	
1949	久美子		10	F	
1949	博		1	M	
1949	茂		2	M	
1949	清		3	M	
1949	進		4	M	
1949	実		5	M	
1949	修		6	M	
1949	明		7	M	
1949	隆		8	M	
1949	豊		9	M	
1949	誠		10	M	
1950	和子		1	F	
1950	洋子		2	F	
1950	幸子		3	F	
1950	恵子		4	F	
1950	節子		5	F	
1950	京子		6	F	
1950	悦子		7	F	
1950	恵美子		8	F	
1950	順子		9	F	
1950	由美子		10	F	
1950	博		1	M	
1950	茂		2	M	
1950	隆		3	M	
1950	実		4	M	
1950	清		5	M	
1950	進		6	M	
1950	明		7	M	
1950	修		8	M	
1950	豊		9	M	
1950	誠		10	M	
1951	和子		1	F	
1951	洋子		2	F	
1951	恵子		3	F	
1951	幸子		4	F	
1951	京子		5	F	
1951	節子		6	F	
1951	恵美子		7	F	
1951	悦子		8	F	
1951	順子		9	F	
1951	由美子		10	F	
1951	茂		1	M	
1951	博		2	M	
1951	隆		3	M	
1951	修		4	M	
1951	和夫		5	M	
1951	進		6	M	
1951	誠		7	M	
1951	清		8	M	
1951	実		9	M	
1951	明		10	M	
1952	和子		1	F	
1952	恵子		2	F	
1952	洋子		3	F	
1952	幸子		4	F	
1952	京子		5	F	
1952	節子		6	F	
1952	美智子		7	F	
1952	悦子		8	F	
1952	由美子		9	F	
1952	順子		10	F	
1952	茂		1	M	
1952	博		2	M	
1952	誠		3	M	
1952	隆		4	M	
1952	稔		5	M	
1952	進		6	M	
1952	昇		7	M	
1952	修		8	M	
1952	清		9	M	
1952	勉		10	M	
1953	恵子		1	F	
1953	洋子		2	F	
1953	和子		3	F	
1953	幸子		4	F	
1953	京子		5	F	
1953	美智子		6	F	
1953	由美子		7	F	
1953	節子		8	F	
1953	悦子		9	F	
1953	久美子		10	F	
1953	茂		1	M	
1953	誠		2	M	
1953	隆		3	M	
1953	博		4	M	
1953	稔		5	M	
1953	修		6	M	
1953	進		7	M	
1953	清		8	M	
1953	勉		9	M	
1953	明		10	M	
1954	恵子		1	F	
1954	洋子		2	F	
1954	幸子		3	F	
1954	京子		4	F	
1954	和子		5	F	
1954	由美子		6	F	
1954	美智子		7	F	
1954	久美子		8	F	
1954	悦子		9	F	
1954	順子		10	F	
1954	茂		1	M	
1954	誠		2	M	
1954	隆		3	M	
1954	修		4	M	
1954	博		5	M	
1954	進		6	M	
1954	稔		7	M	
1954	清		8	M	
1954	正		9	M	
1954	豊		10	M	
1955	洋子		1	F	
1955	恵子		2	F	
1955	京子		3	F	
1955	幸子		4	F	
1955	和子		5	F	
1955	久美子		6	F	
1955	由美子		7	F	
1955	裕子		8	F	
1955	美智子		9	F	
1955	悦子		10	F	
1955	隆		1	M	
1955	誠		2	M	
1955	茂		3	M	
1955	修		4	M	
1955	豊		5	M	
1955	博		6	M	
1955	稔		7	M	
1955	進		8	M	
1955	清		9	M	
1955	勉		10	M	
1956	恵子		1	F	
1956	京子		2	F	
1956	洋子		3	F	
1956	幸子		4	F	
1956	和子		5	F	
1956	久美子		6	F	
1956	由美子		7	F	
1956	裕子		8	F	
1956	順子		9	F	
1956	典子		10	F	
1956	隆		1	M	
1956	誠		2	M	
1956	修		3	M	
1956	豊		4	M	
1956	茂		5	M	
1956	稔		6	M	
1956	博		7	M	
1956	明		8	M	
1956	昇		9	M	
1956	進		10	M	
1957	恵子		1	F	
1957	京子		2	F	
1957	洋子		3	F	
1957	幸子		4	F	
1957	和子		5	F	
1957	久美子		6	F	
1957	由美子		7	F	
1957	裕子		8	F	
1957	明美		9	F	
1957	美智子		10	F	
1957	誠		1	M	
1957	隆		2	M	
1957	茂		3	M	
1957	博		4	M	
1957	修		5	M	
1957	浩		6	M	
1957	勝		7	M	
1957	明		8	M	
1957	勉		9	M	
1957	豊		10	M	
1958	恵子		1	F	
1958	久美子		2	F	
1958	洋子		3	F	
1958	幸子		4	F	
1958	由美子		5	F	
1958	裕子		6	F	
1958	美智子		7	F	
1958	和子		8	F	
1958	京子		9	F	
1958	明美		10	F	
1958	誠		1	M	
1958	隆		2	M	
1958	浩		3	M	
1958	修		4	M	
1958	茂		5	M	
1958	博		6	M	
1958	豊		7	M	
1958	明		8	M	
1958	徹		9	M	
1958	勝		10	M	
1959	恵子		1	F	
1959	久美子		2	F	
1959	智子		3	F	
1959	美智子		4	F	
1959	由美子		5	F	
1959	明美		6	F	
1959	幸子		7	F	
1959	洋子		8	F	
1959	裕子		9	F	
1959	京子		10	F	
1959	誠		1	M	
1959	修		2	M	
1959	隆		3	M	
1959	徹		4	M	
1959	茂		5	M	
1959	豊		6	M	
1959	明		7	M	
1959	浩		8	M	
1959	進		9	M	
1959	博		10	M	
1960	恵子		1	F	
1960	由美子		2	F	
1960	久美子		3	F	
1960	智子		4	F	
1960	浩子		5	F	
1960	裕子		6	F	
1960	洋子		7	F	
1960	明美		8	F	
1960	幸子		9	F	
1960	和子		10	F	
1960	浩		1	M	
1960	浩一		2	M	
1960	誠		3	M	
1960	浩二		4	M	
1960	隆		5	M	
1960	修		6	M	
1960	徹		7	M	
1960	浩之		8	M	
1960	聡		9	M	
1960	博		10	M	
1961	恵子		1	F	
1961	由美子		2	F	
1961	久美子		3	F	
1961	明美		4	F	
1961	裕子		5	F	
1961	洋子		6	F	
1961	幸子		7	F	
1961	智子		8	F	
1961	京子		9	F	
1961	真由美		10	F	
1961	浩		1	M	
1961	誠		2	M	
1961	浩一		3	M	
1961	徹		4	M	
1961	剛		5	M	
1961	隆		6	M	
1961	和彦		7	M	
1961	修		8	M	
1961	浩二		9	M	
1961	聡		10	M	
1962	久美子		1	F	
1962	由美子		2	F	
1962	恵子		3	F	
1962	洋子		4	F	
1962	智子		5	F	
1962	裕子		6	F	
1962	明美		7	F	
1962	幸子		8	F	
1962	由美		9	F	
1962	真由美		10	F	
1962	誠		1	M	
1962	浩		2	M	
1962	豊		3	M	
1962	徹		4	M	
1962	浩一		5	M	
1962	修		6	M	
1962	和彦		7	M	
1962	剛		8	M	
1962	隆		9	M	
1962	秀樹		10	M	
1963	由美子		1	F	
1963	恵子		2	F	
1963	久美子		3	F	
1963	明美		4	F	
1963	真由美		5	F	
1963	由美		6	F	
1963	裕子		7	F	
1963	幸子		8	F	
1963	洋子		9	F	
1963	智子		10	F	
1963	誠		1	M	
1963	浩		2	M	
1963	豊		3	M	
1963	修		4	M	
1963	隆		5	M	
1963	浩一		6	M	
1963	和彦		7	M	
1963	哲也		8	M	
1963	徹		9	M	
1963	直樹		10	M	
1964	由美子		1	F	
1964	真由美		2	F	
1964	明美		3	F	
1964	久美子		4	F	
1964	恵子		5	F	
1964	由美		6	F	
1964	裕子		7	F	
1964	智子		8	F	
1964	幸子		9	F	
1964	ゆかり		10	F	
1964	誠		1	M	
1964	浩		2	M	
1964	修		3	M	
1964	隆		4	M	
1964	達也		5	M	
1964	豊		6	M	
1964	和彦		7	M	
1964	直樹		8	M	
1964	浩一		9	M	
1964	勉		10	M	
1965	明美		1	F	
1965	真由美		2	F	
1965	由美子		3	F	
1965	恵子		4	F	
1965	久美子		5	F	
1965	裕子		6	F	
1965	智子		7	F	
1965	由美		8	F	
1965	幸子		9	F	
1965	直美		10	F	
1965	誠		1	M	
1965	浩		2	M	
1965	修		3	M	
1965	直樹		4	M	
1965	哲也		5	M	
1965	和彦		6	M	
1965	豊		7	M	
1965	剛		8	M	
1965	学		9	M	
1965	隆		10	M	
1966	由美子		1	F	
1966	真由美		2	F	
1966	明美		3	F	
1966	智子		4	F	
1966	洋子		5	F	
1966	裕子		6	F	
1966	由美		7	F	
1966	陽子		8	F	
1966	久美子		9	F	
1966	幸子		10	F	
1966	誠		1	M	
1966	浩		2	M	
1966	和彦		3	M	
1966	哲也		4	M	
1966	健一		5	M	
1966	学		6	M	
1966	剛		7	M	
1966	直樹		8	M	
1966	浩二		9	M	
1966	秀樹		10	M	
1967	由美子		1	F	
1967	由美		2	F	
1967	真由美		3	F	
1967	洋子		4	F	
1967	明美		5	F	
1967	直美		6	F	
1967	智子		7	F	
1967	裕子		8	F	
1967	陽子		9	F	
1967	恵子		10	F	
1967	誠		1	M	
1967	健一		2	M	
1967	哲也		3	M	
1967	浩		4	M	
1967	剛		5	M	
1967	学		6	M	
1967	和彦		7	M	
1967	修		8	M	
1967	直樹		9	M	
1967	隆		10	M	
1968	直美		1	F	
1968	由美子		2	F	
1968	真由美		3	F	
1968	智子		4	F	
1968	裕子		5	F	
1968	由美		6	F	
1968	恵子		7	F	
1968	陽子		8	F	
1968	久美子		9	F	
1968	明美		10	F	
1968	健一		1	M	
1968	誠		2	M	
1968	剛		3	M	
1968	哲也		4	M	
1968	浩二		5	M	
1968	修		6	M	
1968	浩		7	M	
1968	学		8	M	
1968	徹		9	M	
1968	淳		10	M	
1969	直美		1	F	
1969	智子		2	F	
1969	由美子		3	F	
1969	陽子		4	F	
1969	裕子		5	F	
1969	真由美		6	F	
1969	久美子		7	F	
1969	恵子		8	F	
1969	由美		9	F	
1969	幸子		10	F	
1969	誠		1	M	
1969	健一		2	M	
1969	哲也		3	M	
1969	剛		4	M	
1969	浩二		5	M	
1969	直樹		6	M	
1969	徹		7	M	
1969	健		8	M	
1969	浩		9	M	
1969	和彦		10	M	
1970	直美		1	F	
1970	智子		2	F	
1970	陽子		3	F	
1970	裕子		4	F	
1970	由美子		5	F	
1970	真由美		6	F	
1970	直子		7	F	
1970	久美子		8	F	
1970	由美		9	F	
1970	恵子		10	F	
1970	健一		1	M	
1970	誠		2	M	
1970	哲也		3	M	
1970	剛		4	M	
1970	博		5	M	
1970	直樹		6	M	
1970	学		7	M	
1970	博之		8	M	
1970	英樹		9	M	
1970	修		10	M	
1971	陽子		1	F	
1971	智子		2	F	
1971	真由美		3	F	
1971	直美		4	F	
1971	裕子		5	F	
1971	由美子		6	F	
1971	純子		7	F	
1971	由美		8	F	
1971	恵子		9	F	
1971	久美子		10	F	
1971	誠		1	M	
1971	哲也		2	M	
1971	剛		3	M	
1971	直樹		4	M	
1971	健一		5	M	
1971	英樹		6	M	
1971	学		7	M	
1971	浩二		8	M	
1971	崇		9	M	
1971	淳		10	M	
1972	陽子		1	F	
1972	真由美		2	F	
1972	智子		3	F	
1972	裕子		4	F	
1972	純子		5	F	
1972	恵子		6	F	
1972	恵美		7	F	
1972	美香		8	F	
1972	直美		9	F	
1972	由美		10	F	
1972	誠		1	M	
1972	哲也		2	M	
1972	剛		3	M	
1972	健一		4	M	
1972	学		5	M	
1972	直樹		6	M	
1972	秀樹		7	M	
1972	徹		8	M	
1972	英樹		9	M	
1972	淳		10	M	
1973	陽子		1	F	
1973	裕子		2	F	
1973	真由美		3	F	
1973	智子		4	F	
1973	純子		5	F	
1973	恵美		6	F	
1973	香織		7	F	
1973	恵		8	F	
1973	美穂		9	F	
1973	美香		10	F	
1973	誠		1	M	
1973	剛		2	M	
1973	哲也		3	M	
1973	直樹		4	M	
1973	健一		5	M	
1973	秀樹		6	M	
1973	学		7	M	
1973	淳		8	M	
1973	英樹		9	M	
1973	大輔		10	M	
1974	陽子		1	F	
1974	裕子		2	F	
1974	真由美		3	F	
